SITE_AKG_ID;DATABASE_NAME;SITE_SOURCE_ID;SITE_NAME;MAIN_CITY_NAME;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;CARAC_EXP;BIBLIOGRAPHY;COMMENTS
25884;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;65;Kirchberg;Reusten;;4326;8.966666;48.583332;400;Oui;Fouillé;Multiple;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 313_ Germania 48, 1970 : 152 et sq._ W. Kimmig, Reusten 1966 $$$;
25885;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;66;Achalm;Reutlingen;;4326;9.216666;48.5;707;Oui;Fouillé;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Biel 1987 : 313, pl 132_ FBS NF 16 : 285 e sq. $$, arch ausgr BdW 2000 : 76-77 et 2001 : 69-71;autres crânes et os longs, nombreuses meules: lieu de culte?_tête coupée, meule basalte
25886;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;67;Schlossfelsen;Tailfingen;;4326;9.033334;48.25;900;Oui;Littérature;Multiple;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 324;
25887;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;68;Burgholz;Tübingen;;4326;9.083333;48.533333;375;Oui;Sondé;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 328;
25888;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;69;Hohenwittlingen;Wittlingen;;4326;9.45;48.45;698;Oui;Littérature;Multiple;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 339_ FBS NF 4 : 43;source_ 3 tessons sous un château
25889;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;70;Wurmliger Kapelle;Wurmlingen;;4326;8.966666;48.5;470;Oui;Fouillé;Multiple;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 340_ sauvetage Rieth 1962 : qques tessons._ FBS NF 18,1, 1967 : 367+;
25890;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;71;Stettenrain;Würtingen;;4326;9.283334;48.433334;753;Oui;Sondé;Multiple;-725:-621;-500:-431;Immobilier;Enceinte;;;;Non;Biel 1987 340 + pl 156-162;
25891;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;72;Wald Dauner;Berghülen;;4326;9.766666;48.466667;745;Oui;Littérature;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;FBS NF 18 II 1967 : 19;
25892;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;73;Rusenschloss;Blaubeuren;;4326;9.783334;48.4;504;Oui;Sondé;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;FBS NF 18 II 1967 : 70_ FBS 16, 1908 :27+;
25893;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;74;Messelstein;Donzdorf;;4326;9.816667;48.683334;749;Oui;Littérature;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;FBS NF 18 II, 1967 : 66;lieu de culte ?
25894;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;75;Schlossberg;Ehrenstein;;4326;9.883333;48.4;600;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;FBS NF 8, 1933-35 : 54_ NF 12 1938-51 : 27_ NF 14, 1957 : 180;
25895;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;76;Grafenberg;Grafenberg;;4326;9.283334;48.55;500;Oui;Littérature;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;FBS NF 9, 1935-38 : 51;
25896;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;77;Benzenberg;Hermaringen;;4326;10.25;48.6;500;Oui;Non renseigné;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;FBS NF 3 1924-26 : 50;
25897;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;78;Hohenstaufen;Hohenstaufen;;4326;9.75;48.733334;603;Oui;Littérature;Multiple;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;FBS NF 111938-50 : 56;
25898;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;79;Grafenberg;Kayh;;4326;8.916667;48.55;500;Oui;Non renseigné;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;FBS NF 4 1926-28 : 44;
25899;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;80;Kuppe;Kösingen;;4326;10.416667;48.916668;500;Oui;Littérature;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;FBS NF 15- 1959 : 147 et 160;
25900;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;81;Hochfläche der Teck;Owen;;4326;9.45;48.583332;773;Oui;Littérature;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;FBS NF 16, 1962 : 245_ Germania 15, 1931 : 123;
25901;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;82;Comburg;Schwäbisch Hall;;4326;9.75;49.116665;340;Oui;Littérature;Multiple;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;FBS NF 18 II, 1967, 75+;
25902;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;83;Hägelsberg;Urspring;;4326;9.833333;48.55;600;Oui;Littérature;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Zürn, Göppingen/Ulm : 28;lieu de culte ?
25903;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;84;Stöckenburg;Vellberg;;4326;9.883333;49.083332;369;Oui;Non renseigné;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;FBS NF 9 : 28_ 11 : 98_ 12 :48_ Württemberg. Franken NF 26/27, 1951/52 : 35+;
25904;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;85;Golberg;Verrenberg;;4326;9.5;49.2;336;Oui;Littérature;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;FBS NF 18 : 42;
25905;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;86;Katzenberg;Wasseralfingen;;4326;10.083333;48.883335;686;Oui;Littérature;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;FBS NF 8 : 94_ 12 :48;
25906;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;87;Plammerberg;Weil der Stadt;;4326;8.883333;48.733334;504;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;FBS NF 7 : 37_ 12 : 44+;
25907;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;88;Limburg;Weilheim;;4326;9.5;48.616665;598;Oui;Littérature;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;FBS NF 12 : 45_ 5 : 46;
25908;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;89;Sinkelosebuck;Altenburg;;4326;9.15;48.533333;0;Oui;Non renseigné;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Biel 1987 : 208_ Gersbach, Hochrein $$;
25909;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;90;Hohenwehen;Anselfingen;;4326;8.716666;47.85;846;Oui;Non renseigné;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 208_ Wagner, Fundstätten I, 9;
25910;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;91;Hohenstoffeln;Binningen;;4326;8.733334;47.8;844;Oui;Non renseigné;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Bad Fundber 3, 1933-36_ 363_ Biel 1987 : 208;
25911;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;92;Scheuerlfels;Buchheim;;4326;7.75;48.05;200;Oui;Littérature;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Bad Fundber 3, 1930-36 : 150_ Biel 1987 : 209;
25913;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;94;Höwenegg;Immendingen;;4326;8.75;47.95;790;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Bad Fundber 3, 1930-36 : 363;
25914;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;95;Isteiner Klotz;Istein;;4326;7.516667;47.666668;400;Oui;Littérature;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Bad Fundber 13, 1937 : 16;
25915;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;96;Helgenberg;Jechtingen;;4326;7.5833335;48.116665;300;Oui;Littérature;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Bad Fundber 18, 1945-50 : 45, 21, 1958 : 251;juste au S du Limberg
25916;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;97;Galgenbuck;Kirchhofen;;4326;7.733333;47.9;500;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Bad Fundber 15, 1939 : 18;
25917;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;98;Homburg;Lörrach;;4326;7.65;47.633335;300;Oui;Non renseigné;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Bad Funber 16, 1940 : 18_ 18 1948-50 : 252+$$;autre site Schädelberg (tessons Ha aussi), Bad Fundber 16, 1940 : 13 et 17, 1941-47 : 304
25918;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;99;Hang des Tunigberg;Merdingen;;4326;7.6833334;48.016666;200;Oui;Littérature;Non renseigné;-800:-26;-800:-26;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Bad Fundber 15, 1939 : 21;
25919;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;100;Kapellenberg;Munzingen;;4326;7.7;47.966667;300;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Bad funber 22, 1962 : 282$;
25920;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;101;Bürglebuck;Riedböhringen;;4326;8.55;47.883335;800;Oui;Non renseigné;Non renseigné;-260:-151;-260:-151;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ FBS NF 18/I, 1967 : 101$;
25921;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;102;Michelsberg;Riegel;;4326;7.7166667;48.016666;300;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Wagner, Fundstätten I : 205;
25922;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;103;Kirchberg;Windschlaeg;;4326;7.9166665;48.5;200;Oui;Littérature;Non renseigné;-620:-531;-620:-531;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Bad Fundber 3, 1933-36 : 366;
25924;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;105;Fürsamen;Heidenheim-Schnaitheim;;4326;10.166667;48.7;787;Oui;Fouillé;Multiple;-725:-621;-150:-26;Immobilier;Enceinte;;;;Non;Arch Ausgr BdW 1999 :81-82 : 2000 : 78-80;
25925;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;106;Apfelstetten;Münsingen;;4326;9.466666;48.416668;787;Oui;Fouillé;Unique;-260:-151;-260:-151;Immobilier;Enceinte;;;;Non;arch ausgr Bdw 1999 : 75;
25926;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;107;Bruckgraben;Oggelshausen;;4326;9.666667;48.066666;0;Oui;Fouillé;Unique;-725:-621;-620:-531;Immobilier;Enceinte;;;;Non;Arch Ausgr BdW 1998 : 95-99 + pl céra_ 1999 : 59-64$_ 2000 : 59-62;daté dendro entre 730 et 653
25927;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;108;Remseck;Neckargröningen;;4326;9.283334;48.866665;0;Oui;Fouillé;Unique;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Arch Ausgr BdW 1998 : 104-106;flûte en os_citerne bois_ meule_ chaînette bronze_ hache fer
25928;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;109;Gaisbühl;Entringen;;4326;8.59;48.33;0;Oui;Fouillé;Unique;-725:-621;-800:-26;Immobilier;Enceinte;;;;Non;Reinerth, PZ 1925 : 187-189 $;
25929;Sites de l'âge du Fer dans le Bade-Wurtemberg - Bernard;110;Mägdeberg;Mühlhausen;;4326;8.75;47.8;664;Oui;Sondé;Non renseigné;-500:-431;-500:-431;Immobilier;Enceinte;;;;Non;Biel 1987 : 209_ Marburger Studien 1938 : 54 +$$;cabane transition fer 1/2
