site_id,nom_site,commune,departement,pays,type_site,longitude,latitude,x_l93,y_l93,periode,sous_periode,datation_debut,datation_fin,confiance,source,description,bibliographie
CAG68_hombourg_4bde7058,Unteres Kirchfeld,Hombourg,68,FR,NECROPOLE,,,,,HALLSTATT,,-800,-450,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(001 AP) - A 400 m au nord-ouest du Château  de  Hombourg,  en  1917,  L.-G.
Werner mentionne la découverte d’une  tombe  à  incinération  du  Hallstatt.
Cette sépulture était composée d’une grande urne (haut. : 37 cm ;  diam.  du
bord : 25 cm ; diam. de la panse : 40 cm ;  diam.  du  fond :  16,50 cm)  de
facture grossière décorée d’impressions digitées sur le dessus de  la  lèvre
et sur le fond. Dans l’urne se trouvait une petite écuelle de couleur  gris-
noir lustrée (haut. : 8-9 cm ; diam. du bord : 10 cm). Il  n’y  avait  aucun
mobilier de parure. Musée Historique de Mulhouse, n° 2666/1 et 2666/2 :  L.-
G. Werner, 1918b, fig. 7 ; - Dict. Comm., 1981, p. 631.","Au lieu-dit Unteres Kirchfeld,  J.-J.  Wolf  a  découvert  les  vestiges  de
bâtiments  quadrangulaires :  Prospection   aérienne   J.-J.   Wolf,   1989.
Information C.A.H.R."
CAG68_houssen_ca449fa2,2* (005 AH) - Le transfert du supermarché Cora de Colmar à Houssen a donné lieu à une fouille de sauvetage en 1996. L,Houssen,68,FR,TUMULUS,,,,,HALLSTATT,Ha C,-800,-620,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"2* (005 AH) - Le transfert du supermarché Cora de Colmar à Houssen  a  donné
lieu à une fouille de sauvetage en 1996.  Le  site  se  caractérise  par  sa
longue  période  d’occupation :  du  Néolithique  (Munzingen)   à   l’époque
carolingienne.
La période hallstattienne  comporte  une  série  de  fosses  dont  certaines
étaient très riches en mobilier céramique. L’ensemble du matériel  est  daté
du Hallstatt C-D1. Cet habitat n’est pas isolé  dans  la  région :  d’autres
structures hallstattiennes,  d’une  phase  légèrement  antérieure,  ont  été
découvertes au sud de ce  site  (cf.  infra)  ainsi  que  des  tumulus  (cf.
Colmar, n° 066, Cora).
Une portion de voie romaine a été observée  sur  plus  de  600 m  de  long :
orientée  nord-sud,  elle  provient  probablement  de  Colmar,  ville   dans
laquelle une portion de  voie  romaine  allant  dans  la  même  direction  a
également été repérée (cf. Colmar, n° 066, rue Méquillet). La largeur de  la
route oscille entre 6 et  7 m.  L’empierrement  de  la  route  était  encore
conservé sur 0,10-0,20 m de hauteur. Il est formé de gros  galets  du  Rhin,
de quelques blocs de grès jaune et de graviers : on y a également  découvert
des fragments de tegulæ et briques romaines, des  fragments  de  panse,  une
anse d’amphore Dressel 1, de nombreux clous et autres objets en fer,  de  la
sigillée des Ier et IIe siècles apr. J.-C. et  une  monnaie  du  IVe  siècle
apr. J.-C.
A l’est de la route romaine, un habitat mérovingien a été mis  au  jour :  3
rectangulaires dont une avec annexe angulaire, 1 puits à  eau  construit  en
pierres  sèches,  des  fosses  d’extraction  à  fond  alvéolé.  Le  mobilier
céramique date ces structures des VIIIe-IXe siècles.
Enfin, le haut  Moyen  Age  est  également  représenté  par  une  nécropole,
contemporaine de l’habitat, comptant 28 inhumations. Les sépultures  étaient
orientées est-ouest et sont installées à l’est de la voie romaine,  au  nord
de l’habitat décrit supra. Les défunts étaient déposés dans  des  cercueils.
Un seul était enterré dans une tombe en dalles. Le mobilier funéraire,  très
pauvre, se composait de quelques  fragments  de  céramique,  de  boucles  de
ceintures en fer et d’un petit couteau en fer. L’ensemble du  matériel  date
de la fin du VIIIe siècle. F. Wolff  et  R.  Forrer  mentionnaient  déjà  la
découverte  d’une   nécropole   mérovingienne   dans   la   commune.   Musée
d’Unterlinden, Colmar :  F.  Wolff,  1903,  p. 157,  n° 151 ;  - R.  Forrer,
1934b, carte ; - G. Kuhnle, 1997.",
CAG68_houssen_139479bb,3* (003 AH) - Un projet d’autoroute (A35) et de zone de loisirs a permis de fouiller un site pré- et protohistorique su,Houssen,68,FR,HABITAT,,,,,HALLSTATT_LA_TENE,Ha C,-800,-620,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"3* (003 AH) - Un projet d’autoroute (A35) et de zone de loisirs a permis  de
fouiller un site pré- et protohistorique sur 4 ha, à  côté  de  la  gravière
Orsa-Granulat. Le site se prolonge  sur  la  commune  de  Colmar.  Un  potin
séquane y avait été découvert lors d’une prospection au sol en 1988  par  S.
Plouin et Cl.  Gitta.  Les  fouilles,  réalisées  en  1994,  ont  révélé  la
présence d’un habitat  sur  six  phases  d’occupation :  Néolithique  récent
(culture de Munzingen), Bronze  final,  Hallstatt C,  La  Tène  ancienne  et
finale et l’époque romaine.
La période hallstattienne est représentée par un  grenier  à  4  poteaux,  2
puits et quelques fosses très riches en mobilier  céramique.  Il  permet  de
dater les structures du Hallstatt C.
8 fosses circulaires datent de La Tène ancienne ainsi  qu’un  bâtiment  à  6
poteaux et un grenier à 4 poteaux.
La Tène finale est la période la mieux représentée sur le site : 52  fosses,
84 trous de poteaux, 2 puits, 14 segments d’enclos et 1 four de  potier  ont
été dégagés. Seuls  deux  plans  de  bâtiments  peuvent  être  proposés.  Le
matériel  découvert  dans  l’ensemble  des   structures   est   relativement
abondant : il permet de dater le site de la fin de La Tène  C2-La  Tène  D1.
Certaines  fosses  présentaient   un   remplissage   original :   de   forme
cylindrique ou carrée, leur fond était couvert  par  un   réalisé  à  l’aide
d’écorces et de branchages (fig. 117). La proximité immédiate  de  la  nappe
phréatique a permis de les conserver.  L’interprétation  de  ces  structures
est difficile. Malgré la bonne conservation  des  éléments  en  bois,  aucun
objet utilitaire (cuillère ou vaisselle en bois) n’a été recueilli.
Au nord du site, une occupation de la fin  de  l’époque  augustéenne  a  été
dégagée. Aucun bâtiment n’a été repéré. D’autres trous de poteaux  à  calage
ont été découverts parmi les vestiges de La  Tène  dans  la  partie  sud  du
site ; ils correspondent à une phase plus tardive de l’époque  romaine  (IIe
siècle apr. J.-C.) : S. Plouin, Cl. Gitta, 1988, I, p. 24, II, p. 24 ;  - M.
Zehner, 1996.",
CAG68_houssen_f8a42d9d,Obere Maettle,Houssen,68,FR,NECROPOLE,,,,,LA_TENE,,-450,-25,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"4* (002 AH) - Au lieu-dit Obere Maettle, le 25 février 1849, on a  découvert
un trésor monétaire comprenant 165 monnaies : 150  quinaires  en  argent  de
type Kalet Edoui et 15 potins séquanes. Ils étaient conservés  dans  une   .
Ch. Bonnet et S. Plouin proposent  une  datation  tardive  de  la  céramique
assimilée à une production gallo-belge, notamment à une forme Schnitzler  57
(Ch. Bonnet, S. Plouin,  1992).  Ils  datent  ainsi  l’enfouissement  de  ce
trésor au plus tôt des années 70-80 apr. J.-C. Or ce type de  bouteille  est
bien connu pour l’époque  laténienne.  Ce  sont  des  céramiques  de  petite
taille à pâte claire ou sombre, voire  lustrée  noire,  que  l’on  rencontre
plus particulièrement dans des contextes  funéraires  en  pays  rauraque  et
helvète. A Bâle, ce type de bouteille se retrouve dans  plusieurs  tombes  à
inhumation, souvent à côté de la tête du défunt (Bâle-Gasfabrick, tombe  42,
L. Berger, Chr. Matt, 1995, fig. 4). On  le  rencontre  également  dans  des
incinérations de la région de  Berne  (Suisse ;  Bern-Engelhalbinsel   1913-
1945, F. Müller, 1996b, fig. 16, n° 79). Cette céramique daterait  ainsi  de
la fin de La Tène C2-La Tène D1 (160-80 av. J.-C.). La  supposition  avancée
par R. Forrer qui datait le dépôt  de  80-70  av.  J.-C.  serait  donc  fort
juste. En  outre,  cette  découverte  se  situe  à  proximité  de  l’habitat
laténien daté de la  même  période  (cf.  la  gravière,  supra).  R.  Forrer
signalait également la présence d’un site romain dans le voisinage  immédiat
(cf. infra). Le dépôt monétaire est conservé  aux  Archives  municipales  de
Colmar. Le site de la trouvaille se trouve  actuellement  sous  l’autoroute.
Conservation des monnaies : Médaillier  de  la  Bibliothèque  municipale  de
Colmar. Conservation de la céramique : Musée d’Unterlinden, Colmar. Plan  de
la découverte : Archives municipales  de  Colmar,  Archives  de  la  Société
Schoengauer,  AR1,  boîte  24 :  Le  Glaneur  du   Haut-Rhin,   25.02.1849 ;
- Dietrich, Scheurer-Kestner, 1868, p. 96 ;  - F.X.  Kraus,  1884,  p. 152 ;
- A.W. Naue, 1905, p. 388-389 ; - R. Forrer,  1925,  p. 38-42,  fig. 36-48 ;
- Dict. Comm., 1981, p. 644 ; - Ch.  Bonnet,  S.  Plouin,  1991-1992,  p. 8,
fig. 1, n° 6 ; 1992,  p. 61-63,  fig. 2,  n° 2 ;  - L.  Berger,  Chr.  Matt,
1995 ; - Ch. Bonnet,  S.  Plouin,  1995,  p. 97-99,  fig. 7 ;  - F.  Müller,
1996b.",
CAG68_houssen_cfca148b,Obere Maettle,Houssen,68,FR,DEPOT,,,,,LA_TENE,,-450,-25,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"5* (002 AH) - Au  lieu-dit  Obere  Maettle,  non  loin  du  dépôt  monétaire
laténien, un site romain déjà repéré au siècle dernier par R. Forrer, a  été
sondé en 1988 par S. Plouin et Cl. Gitta. Des fouilles  préventives  ont  eu
lieu en 1993 sur une surface de 3000 m2, qui ont révélé  la  présence  de  3
bâtiments à vocation agricole (fig. 119). Le  matériel  était  très  pauvre.
Plusieurs foyers ont été observés : ils ne se manifestent plus que  par  des
dépressions remplies de charbons, de galets et de petites plaques  de  grès.
Le premier bâtiment mesurait 20  x  15 m ;  le  second  7,80  x  7,80 m.  La
fouille du troisième bâtiment est restée incomplète  car  il  dépassait  les
limites de fouille. Un fossé large de 1,20 m limitait  le  domaine  du  côté
est. Le mobilier archéologique (sigillée) date le site de la seconde  moitié
du IIe siècle apr. J.-C. : production céramique  de  Verecundus,  production
de Rheinzabern,  1  estampille  anépigraphique  en  forme  de  rosette  à  8
branches, quelques tessons de verre, des monnaies  illisibles,  1  fibule  à
charnière du Ier siècle apr. J.-C. Musée d’Unterlinden, Colmar : R.  Forrer,
1925, p. 38 ; - S. Plouin, Cl. Gitta, 1988, I, p. 14,  II,  p. 22-24 ;  - S.
Plouin, dans Bilan Scientifique 1993, p. 55-56 ;  1994 ;  - Ch.  Bonnet,  S.
Plouin, 1995, p. 95-97, fig. 4-6.",
CAG68_illfurth_16c531d9,Lerchenfeld,Illfurth,68,FR,,,,,,PROTOHISTOIRE,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"2* (018 AH) - Au lieu-dit Lerchenfeld,  en  1994,  B.  Bakaj  a  détecté  un
gisement  protohistorique.  Son  attribution  culturelle  reste  imprécise :
Prospection au sol B. Bakaj. Information C.A.H.R.",
CAG68_illfurth_ad6a8c77,Gaenwasen,Illfurth,68,FR,,,,,,HALLSTATT,,-800,-450,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"3* (016 AH) -  Au  lieu-dit  Gaenwasen,  on  mentionne  la  découverte  d’un
bracelet probablement hallstattien : Information orale B. Bakaj.-C.A.H.R.",
CAG68_illfurth_189ad3ad,Leimen,Illfurth,68,FR,,,,,,HALLSTATT,Ha C,-800,-620,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"4* (015 AH) - Au lieu-dit Leimen, en 1995, B. Bakaj a découvert un  gisement
dans l’entaille d’un talus qui a livré 2 épingles, 1 anneau, 1  fragment  de
fer de lance et de la céramique attribuables  au  Hallstatt C :  Prospection
au sol B. Bakaj. Information C.A.H.R.",
CAG68_illfurth_72d4fe4b,"6* (001 AH) - Les hauteurs du Britzgyberg (alt. : 355-369 m), au nord d’Illfurth, étaient connues de longue dat",Illfurth,68,FR,OPPIDUM,,,,,HALLSTATT_LA_TENE,Ha D1,-620,-540,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"6* (001 AH) - Les  hauteurs  du  Britzgyberg  (alt. :  355-369 m),  au  nord
d’Illfurth, étaient connues de  longue  date  comme  fortification  de  type
éperon barré. Le site  occupe  une  position  privilégiée  sur  la  voie  de
passage vers la Porte de Bourgogne, c’est-à-dire le passage de la vallée  du
Rhône à la vallée du Rhin. En outre, il se situe au point de  rencontre  des
vallées de l’Ill  et  de  la  Largue.  De  plan  grossièrement  trapézoïdal,
orienté nord-est/sud-ouest, le plateau du  Britzgyberg  est  formé  de  deux
terrasses emboîtées, limitées au nord-est par un large  vallum  doublé  d’un
fossé. L’ensemble du site est bordé d’une enceinte périphérique  et  enserre
une superficie d’environ 5,2 ha. Le côté nord est défendu par un  vallum  de
8 à 10 m de large sur une hauteur encore visible  de  1,50  à  2 m.  Il  est
doublé par un fossé  défensif  qui  est  en  réalité  une  ravine  naturelle
légèrement  rectifiée.  A  l’angle  nord-est,  le  vallum  est   interrompu,
constituant une entrée sur le plateau (fig. 121).
Les premières découvertes sur le plateau mentionnées dans  la  bibliographie
datent de 1850-1860 : il s’agit de plusieurs monnaies romaines. Le site  est
alors interprété comme un castellum ou un camp retranché romain, entouré  de
fossés. Aug. Stoeber, en 1858-1860, signale également la découverte de   qui
auraient été découverts à mi-côte du Britzgyberg (cf.  Zillisheim,  n° 384).
Ces objets ont aujourd’hui disparu.
Le premier à réaliser un  fut K. Gutmann. Il visite le site en juin 1904  et
en donne une description  sommaire  (K.  Gutmann,  1905c).  Il  constate  la
présence d’un fossé défensif de 2 m de  profondeur  et  large  de   et  d’un
rempart conservé et visible dans le paysage sur une  hauteur  de  2,50 m  au
nord du site. La structure était visible sur une longueur de  fermant  ainsi
le plateau. Il signale également la présence  de  deux   accusant  la  forme
d’un cône, l’une à l’est  du  plateau  (larg. :  10 m  et  prof. :  3 m)  et
l’autre  à  l’ouest.  Le  matériel  récupéré  sur  le  site  lors   de   ces
prospections date de la  période  hallstattienne.  J.  Knecht  continue  les
investigations en 1907. Il  nous  donne  un  aperçu  des  fortifications  et
mentionne la présence d’une  () à l’est du site. De forme ronde, elle  avait
un diamètre de 4 m et une profondeur de 3 m. Un  tiers  de  son  remplissage
était constitué de pierres. Les tessons  découverts  dans  la  fosse  et  au
niveau de l’enceinte sont datés de l’époque hallstattienne. Le site a  alors
été  interprété  comme  un  refuge  pré-  et  protohistorique  et  n’a  plus
intéressé personne jusque dans les années 70.
• Les structures (fig. 122, 123) : Les premières fouilles  ont  eu  lieu  en
1970 et 1971, sous la direction de  R.  Schweitzer.  Un  premier  dispositif
défensif était formé d’un  fossé  à  profil  trapézoïdal  (larg. :  2,50 m ;
prof. : 1,70 m) creusé dans le rocher en bordure de la terrasse  supérieure,
dans la zone ouest du  site.  Il  a  été  intentionnellement  comblé.  Cette
fortification n’a pu être datée, faute de matériel  et  faute  de  connexion
avec les structures observées sur le plateau.
La première période d’habitat se divise  en  trois  phases.  La  première  a
livré deux petites tranchées  parallèles,  distantes  de  3,50 m,  repérées,
l’une  sur  une  distance  de  4,50 m,  l’autre  sur  7,50 m.  Le  type   de
construction de cette première phase reste indéterminé. Lors de la  deuxième
phase, les maisons étaient formées d’un muret en pierres sèches  ancré  dans
une tranchée de 0,60 m de largeur et 0,40 m  de  profondeur.  Le  sol  était
constitué d’une chape de  calcaire  concassé  et  d’argile.  Le  tout  était
recouvert d’un lissage d’argile. A cette phase correspond une cuvette  ovale
aménagée dans le substrat,  à  fond  concave :  des  fragments  de  poteries
peintes en rouge et graphitées  et  de  poteries  incisées  à  incrustations
blanches ont été découverts dans son remplissage. Dans la  troisième  phase,
le sol était constitué d’un damage de lœss  rubéfié  par  un  incendie.  Des
traces  de  solives  équarries   ont   été   observées ;   elles   servaient
probablement d’assises à des parois. Un four a également  été  fouillé :  il
s’agit d’un aménagement en argile de  forme  trapézoïdale  traversé  par  un
conduit ouvert du côté est sur la  plaque  rubéfiée.  Les  trois  phases  de
cette première période sont datées du Hallstatt moyen  I  (Hallstatt  D1-fin
du VIIe siècle).
La  seconde  période  correspond  à  une  restructuration  fondamentale   du
plateau. Les vestiges d’habitat sont arasés pour faire  place  à  un  glacis
précédant une  palissade  sur  tout  le  flanc  nord-ouest  du  plateau.  La
palissade est concrétisée par une tranchée de 1,50 m de profondeur  et  0,80
à 0,90 m de largeur. Son tracé forme un angle droit : elle est  repérée  sur
35 m à l’ouest et 30 m au sud. Elle maintenait des poteaux d’environ  0,30 m
de diamètre. Un dispositif identique a été observé  sous  le  vallum.  Cette
phase date du Hallstatt moyen II (600-570 av. J.-C.).
La troisième période se présente sous forme d’une couche  humifère  avec  un
matériel abondant qui correspond à une probable  période  de  prospérité  du
site et de paix ; elle date du Hallstatt final I (550-530 av. J.-C.).
La quatrième période se caractérise par un retour à un  dispositif  défensif
massif : le  rempart  est  constitué  d’un  parement  extérieur  formé  d’un
empilement de blocs maintenus à espace régulier par des poutres  verticales.
Le  corps  interne  du  rempart  est   composé   d’une   série   de   murets
perpendiculaires au parement, derrière chaque poteau, rempli  de  blocaille.
Un mur en pierre retient  la  blocaille  à  l’intérieur  de  l’enceinte.  Ce
système de  fortification  est  doublé  par  une  seconde  ligne  d’enceinte
périphérique en pierre doublée d’un fossé, aménagée sur la seconde  terrasse
entourant l’éperon. C’est à cette période que correspondent les  découvertes
de céramiques attiques noires : elle date ainsi de la fin du VIe siècle  av.
J.-C. Cette phase d’occupation est détruite par un incendie.
La  dernière  période   se   manifeste   par   un   réaménagement   de   ces
fortifications. Elle correspond à un  du  rempart  qui  reprend  un  système
identique à la dernière phase décrite. Le mur interne est  remplacé  par  un
système en bois. Le site est une fois de plus détruit par incendie au  cours
du  Ve  siècle,  au  début  de  l’époque   laténienne,   et   sera   ensuite
définitivement abandonné.
• Le  mobilier :  Son  étude  permet  de  conclure  à  des  activités  agro-
pastorales  mais  également  artisanales :  textile  (navettes,  peignes   à
carder, aiguille, pesons, fusaïoles,  bobine...),  travail  de  l’os  et  du
cuir, activité potière (présence de nombreux ratés de cuissons) et enfin  un
artisanat plus spécifique aux oppida : la métallurgie, surtout  présente  au
cours du VIe siècle av. J.-C. Cette activité se  manifeste  par  des  rejets
divers : scories de fer, déchets de coulée  de  bronze,  restes  de  moules,
creusets,  marteaux  sphériques  en  pierre  perforée   utilisés   pour   la
dinanderie, burin multidenté... (fig. 124).
L’oppidum du Britzgyberg peut être qualifié de site princier  en  raison  de
son dispositif défensif impressionnant, les mobiliers métalliques  abondants
(notamment les fibules,  fig. 125)  mais  surtout  en  raison  des  contacts
privilégiés qu’il maintenait avec le  monde  méditerranéen.  Les  céramiques
d’importation sont au nombre d’une vingtaine,  dont  un  fragment  d’amphore
massaliote et des fragments d’au moins 3 vases  attiques  à  figures  noires
(fig. 126). Les fragments les plus caractéristiques proviennent d’une  coupe
à yeux. Le médaillon central ne  conserve  que  la  partie  inférieure  d’un
cheval (centaure ou Pégase ? ). La frise présente  un  athlète  tenant  deux
poids dans ses mains. En face de lui se trouve un personnage drapé  dans  un
himation. Cette  coupe  peut  être  datée  de  510-500  av.  J.-C.  D’autres
fragments d’une seconde coupe à yeux présentaient des trous  de  réparation.
Musée Historique  de  Mulhouse :  Aug.  Stoeber,  1858-1860,  p. 188 ;  - F.
Wolff, 1903, p. 141, n° 64-65 ; - K. Gutmann, 1905c ; 1913,  p. 195 ;  - L.-
G. Werner,  1921a,  p. 36 ;  1922b,  p. 25 ;  - J.  Knecht,  1931 ;  - L.-G.
Werner, 1935-1936,  p. 7-8 ;  - J.-J.  Hatt,  1947,  p. 253 ;  - H.  Tammen,
1952 ;  - A.  Thévenin,  1970 ;  - R.  Schweitzer,  1971 ;  - Gallia,  1972,
p. 381, fig. 1-4 ; - R.  Schweitzer,  1973a ;  - Gallia,  1974,  p. 368-369,
fig. 3-4 et 1976, p. 381 ; - R. Schweitzer, 1976 ;  1977b,  p. 10,  fig. 5 ;
- Fr.  Pétry,  1979a,  p. 6-7,  fig. 1 ;  - Gallia,  1982,   p. 347 ;   - J.
Schweitzer, 1983 ; - Gallia,  1984,  p. 267 ;  - Enc.  Als.,  VII,  p. 4173-
4179 ; - J. Schweitzer, 1989a ; 1991a, p. 67-68 ; 1997.",
CAG68_illfurth_d6ce02e5,Haule,Illfurth,68,FR,NECROPOLE,,,,,HALLSTATT,,-800,-450,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"7* (021 AH) - Au lieu-dit Haule, découverte  d’une  sépulture  à  inhumation
datée de l’époque hallstattienne : Information C.A.H.R.",
CAG68_illfurth_67ed7f25,Hammen,Illfurth,68,FR,HABITAT,,,,,LA_TENE,LT A,-450,-380,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"8* (014 AH) - Au lieu-dit Hammen, en 1995, un sondage-diagnostic suivi  d’un
sauvetage urgent ont permis de mettre au jour un fond de cabane  à  2  trous
de poteaux. Cet habitat date de La Tène Ia-Ib. Ce gisement renferme  un  lot
de céramiques tournées provenant  du  Kaiserstuhl :  Information  S.R.A.  et
A.F.A.N. Datation et fouille des structures B. Bakaj. Information C.A.H.R.",
CAG68_illfurth_eed59ca6,Schwarzacker,Illfurth,68,FR,SANCTUAIRE,,,,,LA_TENE,LT A,-450,-380,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"10* (002 AH) - Au lieu-dit Schwarzacker, en 1974, R. Schweitzer a  découvert
un site laténien final et romain lors de prospections au sol. Les  premières
découvertes sont celles d’une fibule de type La  Tène  III  et  de  matériel
céramique gallo-romain  (cf.  Gallia,  1976,  classé  sous  Galfingue).  Des
prospections ont été menées par J.  Lack  depuis  1979.  Les  vestiges  sont
éparpillés  sur  une  quinzaine  d’hectares.   Le   mobilier   archéologique
recueilli  est  impressionnant  par  sa  quantité  et  sa   (fig. 127) :  de
nombreuses monnaies et fibules laténiennes et romaines, de la  céramique  et
des fragments de bracelets en verre de La Tène finale, de  la  sigillée,  du
verre romain dont une intaille en pâte de  verre  bleue.  Des  fouilles  ont
alors été entreprises par J. Schweitzer en 1993, elles ont permis de  mettre
au jour un ensemble cultuel.
Cinq bâtiments ont été dégagés. Le premier orienté nord-ouest/sud-est  avait
un plan quasiment carré : 9,80 m des côtés est et  ouest,  10,50 m  du  côté
sud et 10 m  du  côté  nord.  Les  fondations  étaient  réalisées  en  blocs
calcaires mélangés à des galets et des blocs de grès jaune. L’épaisseur  des
fondations varie entre 0,40 m et 0,80 m. On n’observe qu’une seule phase  de
construction pour ce fanum. Une importante couche datée de La  Tène  III  se
trouve sous le fanum et le bâtiment II, à 8,50 m au sud du bâtiment I,  sans
que l’on puisse  déceler  de  structures.  Celui-ci  (annexe  du  fanum I ?)
orienté  nord-ouest/sud-est  présente  un  plan  carré  (4  x  3.50 m).  Les
fondations étaient constituées au nord de  blocs  calcaires  et  au  sud  de
galets. La construction de ces deux établissements date du Ier  siècle  apr.
J.-C.
A 40,50 m au nord du premier complexe, les fouilleurs ont observé  une  aire
de 7 m x 6,80 m délimitée par un alignement de blocs oligocènes  (fig. 128).
Une dalle de grès jaune calcinée se trouvait au centre de la paroi est.  Une
grande quantité de restes de crémations  (ossements  animaux  et  céramiques
mêlés à des cendres) a été signalée. Un foyer  de  1,20 m  x  0,60 m  a  été
découvert au centre de cet aménagement : il était composé  de  fragments  de
dolia calcinés. Cette aire de crémation, qui constitue la première phase  de
l’édifice, date, d’après le matériel céramique, de La Tène D2b et  du  début
de  l’époque  romaine.  Un   bâtiment   quadrangulaire   a   été   construit
ultérieurement sur l’aire de crémation. Il a été  possible  d’observer  deux
aménagements postérieurs. Le premier fanum a probablement été  construit  au
début  du  Ier  siècle  apr.  J.-C.  On  n’observe  aucune  galerie ;  cette
construction a servi d’assise pour la  cella  du  bâtiment  de  la  dernière
phase. Elle était constituée d’un carré de 3,20 m de côté,  matérialisé  par
4 trous de poteaux d’angle ; ce carré  était  situé  au  centre  d’une  aire
rectangulaire (6 x 6,80 m) composée de blocs calcaires.  La  dernière  phase
présentait un bâtiment orienté nord-ouest/sud-est mesurant 11 m  x  10,50 m.
Le mur de fondation de la galerie, large de 0,60 m,  est  composé  de  blocs
d’oligocène molassique équarris. La cella (6,60  x  6 m)  était  munie  d’un
parement externe. Au milieu du flanc est se trouvait  une  aire  de  gravier
qui devait marquer l’entrée du bâtiment. Ce dernier était couvert de  tuiles
et les fragments de fresques témoignent de peintures  murales.  Le  mobilier
archéologique recueilli date de la fin du Ier siècle et du IIe  siècle  apr.
J.-C. Le bâtiment a été  détruit  dans  le  courant  de  ce  siècle  par  un
incendie.
Un petit bâtiment carré a été découvert au sud-est de ce  fanum.  Il  mesure
3,40 m de côté. Le dispositif de ce complexe est identique au précédent.  Il
est beaucoup mieux conservé que les autres bâtiments :  les  fouilleurs  ont
pu observer six assises de moellons calcaires.  Il  comprenait  une  semelle
interne sur laquelle devait reposer  le  plancher.  La  construction  devait
être entièrement maçonnée et comporter une couverture de tuiles.
Un cinquième bâtiment  a  été  repéré  à  l’est.  Il  n’a  été  fouillé  que
partiellement.
Des sondages à l’est et au nord de cet ensemble ont  permis  de  conclure  à
l’existence d’un carrefour de voies, probablement bordées de  bâtiments.  Il
est  donc  fort  probable  que  nous  ayons  affaire  à  tout  un   complexe
d’habitations. Le site est encore  occupé  ou  réoccupé (?)  au  Bas-Empire.
Cette phase est matérialisée par une fosse. Musée Historique  de  Mulhouse :
Gallia, 1976, p. 384 ; - J.-J. Wolf, 1983, p. 6 ;  1989c,  p. 98-100 ;  - G.
Claerr-Stamm, 1993 ; - J. Schweitzer, dans Bilan Scientifique  1993,  p. 56-
57 ; - J. Lack et alii, 1994 ; - J.-J. Wolf, 1995a, p. 131,  fig. 1,  n° 13,
p. 136, fig. 7.",
CAG68_illfurth_5c9092c7,Naegeleberg,Illfurth,68,FR,,,,,,PROTOHISTOIRE,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"14* (022 AH) - Au lieu-dit Naegeleberg, en 1994-1995, B. Bakaj  a  découvert
de la céramique protohistorique et romaine : Prospection au  sol  B.  Bakaj.
Information C.A.H.R.",
CAG68_illhaeusern_98778c45,Niedere Eilache,Illhaeusern,68,FR,,,,,,HALLSTATT_LA_TENE,,-800,-25,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(003 AH) - Au lieu-dit  Niedere  Eilache,  J.-Ph.  Strauel  a  recueilli  du
mobilier datant de l’époque hallstattienne,  du  début  de  La  Tène  et  de
l’époque romaine, dont une monnaie de Trajan  en  bronze :  J.-Ph.  Strauel,
1994a.
Au  même  endroit,  J.-J.  Wolf  a  découvert  un   enclos   quadrangulaire,
probablement protohistorique : Prospection aérienne J.-J. Wolf.  Information
C.A.H.R.",
